20	25	32	121	32
20	25	32	121	32.2
20	25	32	121	32.5
20	25	32	121	33
20	25	32	121	34
20	25	32	121	35
20	25	32	121	36
16	25	32	121	32
16	25	32	121	32.2
16	25	32	121	32.5
16	25	32	121	33
16	25	32	121	34
16	25	32	121	35
16	25	32	121	36
12	25	32	121	32
12	25	32	121	32.2
12	25	32	121	32.5
12	25	32	121	33
12	25	32	121	34
12	25	32	121	35
12	25	32	121	36
8	25	32	121	32
8	25	32	121	32.2
8	25	32	121	32.5
8	25	32	121	33
8	25	32	121	34
8	25	32	121	35
8	25	32	121	36
20	50	32	121	32
20	50	32	121	32.2
20	50	32	121	32.5
20	50	32	121	33
20	50	32	121	34
20	50	32	121	35
20	50	32	121	36
16	50	32	121	32
16	50	32	121	32.2
16	50	32	121	32.5
16	50	32	121	33
16	50	32	121	34
16	50	32	121	35
16	50	32	121	36
12	50	32	121	32
12	50	32	121	32.2
12	50	32	121	32.5
12	50	32	121	33
12	50	32	121	34
12	50	32	121	35
12	50	32	121	36
8	50	32	121	32
8	50	32	121	32.2
8	50	32	121	32.5
8	50	32	121	33
8	50	32	121	34
8	50	32	121	35
8	50	32	121	36
